timestamp(gps),latitude,longitude,altitude,timestamp(sensor),temperature,pressure,humidity
1758784395,23.7806629,90.3787064,28.78,,,,
1758784397,23.7806645,90.3787024,28.96,,,,
1758784399,23.7806687,90.3786972,29.15,,,,
1758784401,23.7806665,90.378688,29.26,,,,
1758784403,23.7806625,90.3786801,29.17,,,,
1758784405,23.7806629,90.3786689,29.08,,,,
1758784407,23.7806597,90.3786626,29.18,,,,
1758784409,23.7806585,90.3786419,29.28,,,,
1758784411,23.7806583,90.3786267,29.14,,,,
1758784413,23.7806562,90.3786168,29.14,,,,
1758784415,23.7806562,90.3786168,29.14,,,,
1758784417,23.7806562,90.3786168,29.14,,,,
1758784419,23.7806562,90.3786168,29.14,,,,
1758784421,23.7806562,90.3786168,29.14,,,,
1758784423,23.7806562,90.3786168,29.14,,,,
1758784425,23.7806562,90.3786168,29.14,,,,
1758784427,23.7806562,90.3786168,29.14,,,,
1758784429,23.7806562,90.3786168,29.14,,,,
1758784431,23.7806562,90.3786168,29.14,,,,
1758784433,23.7806562,90.3786168,29.14,,,,
1758784435,23.7806562,90.3786168,29.14,,,,
1758784437,23.7806562,90.3786168,29.14,,,,
1758784439,23.7806562,90.3786168,29.14,,,,
1758784441,23.7806562,90.3786168,29.14,,,,
1758784443,23.7806562,90.3786168,29.14,,,,
1758784445,23.7806562,90.3786168,29.14,,,,
1758784447,23.7806562,90.3786168,29.14,,,,
1758784449,23.7806562,90.3786168,29.14,,,,
1758784451,23.7806562,90.3786168,29.14,,,,
1758784453,23.7806562,90.3786168,29.14,,,,
1758784455,23.7806562,90.3786168,29.14,,,,
1758784457,23.7806562,90.3786168,29.14,,,,
1758784459,23.7806562,90.3786168,29.14,,,,
1758784461,23.7806562,90.3786168,29.14,,,,
1758784463,23.7806562,90.3786168,29.14,,,,
1758784465,23.7806562,90.3786168,29.14,,,,
1758784467,23.7806562,90.3786168,29.14,,,,
1758784469,23.7806562,90.3786168,29.14,,,,
1758784471,23.7806562,90.3786168,29.14,,,,
1758784473,23.7806562,90.3786168,29.14,,,,
1758784475,23.7806562,90.3786168,29.14,,,,
1758784477,23.7806562,90.3786168,29.14,,,,
1758784479,23.7806562,90.3786168,29.14,,,,
1758784481,23.7806562,90.3786168,29.14,,,,
1758784483,23.7806562,90.3786168,29.14,,,,
1758784485,23.7806562,90.3786168,29.14,,,,
1758784487,23.7806562,90.3786168,29.14,,,,
1758784489,23.7806562,90.3786168,29.14,,,,
1758784491,23.7806562,90.3786168,29.14,,,,
1758784493,23.7806562,90.3786168,29.14,,,,
1758784495,23.7806562,90.3786168,29.14,,,,
1758784497,23.7806562,90.3786168,29.14,,,,
1758784499,23.7806562,90.3786168,29.14,,,,
1758784501,23.7806562,90.3786168,29.14,,,,
1758784503,23.7806562,90.3786168,29.14,,,,
1758784505,23.7806562,90.3786168,29.14,,,,
1758784507,23.7806562,90.3786168,29.14,,,,
1758784509,23.7806562,90.3786168,29.14,,,,
1758784511,23.7806562,90.3786168,29.14,,,,
1758784513,23.7806562,90.3786168,29.14,,,,
1758784515,23.7806562,90.3786168,29.14,,,,
1758784517,23.7806562,90.3786168,29.14,,,,
1758784519,23.7806562,90.3786168,29.14,,,,
1758784521,23.7806562,90.3786168,29.14,,,,
1758784523,23.7806562,90.3786168,29.14,,,,
1758784525,23.7806562,90.3786168,29.14,,,,
1758784527,23.7806562,90.3786168,29.14,,,,
1758784529,23.7806562,90.3786168,29.14,,,,
1758784531,23.7806562,90.3786168,29.14,,,,
1758784533,23.7806562,90.3786168,29.14,,,,
