timestamp(gps),latitude,longitude,altitude,timestamp(sensor),temperature,pressure,humidity
,,,,1758791269,30.97,82.77,998.95
,,,,1758791269,30.97,82.77,998.95
,,,,1758791274,30.79,83.58,998.95
,,,,1758791274,30.79,83.58,998.95
,,,,1758791280,30.70,84.05,998.96
,,,,1758791280,30.70,84.05,998.96
,,,,1758791285,30.68,83.41,998.96
,,,,1758791355,30.92,77.48,998.93
,,,,1758791355,30.92,77.48,998.93
